"currency","burnDate","inSymbol","inAmount","outSymbol","outAmount","xactnFee","inCoinPrice","outCoinPrice","xactnFeeCoinPrice","xactnType","xactnTypeDetail","xactnId","inAmountRaw","outAmountRaw","xactnFeeRaw","sender","recipient","memo","burnDateAltFormat1"
"USD","2025-09-19T15:07:36.000Z","STX","0.001","","0","0","N/A","","","Receive","","0xd63fe5735071166ec1d09132b23a2f2c6fae2ed0bb12c8b01302512d8b503a11","1000","0","0","SP32BR0B9VQ1TXW2NSSXZVSB0FARMP4QCJ6N073KY","","","09/19/2025 15:07:36"
"USD","2025-09-19T15:07:36.000Z","","0","STX","1.000","0.003","","N/A","N/A","Send","","0xa1620b2a3928d8e7f402b5c9c1867df8263c91fef368b3cfa8311616b54224d1","0","1000000","3000","","SP324M6GVBJV21KHY26XCKV6VTQQRG1TW866073KY","","09/19/2025 15:07:36"
"USD","2025-09-19T15:07:36.000Z","","0","sbtc-token","1000","0.003","","N/A","N/A","Send","transfer","0x110f0d2d2840e439bfca0b6a812e0afbd757a34569318f0100255e9c52dd4a2b","0","1000","3000","","SP324M6GVBJV21KHY26XCKV6VTQQRG1TW866073KY","","09/19/2025 15:07:36"
"USD","2025-09-19T03:14:00.000Z","STX","0.001","","0","0","N/A","","","Receive","","0xb33e7b1d0197398fba4f07223531eeb15e3098d87cc794e877a20919bf7cbf27","1000","0","0","SP2672XX9H0FAR1KF5RT1K28ZTW0PHFJ2H7QJYDC","","","09/19/2025 03:14:00"
"USD","2025-09-19T03:14:00.000Z","","0","STX","2750000.000","0.003","","N/A","N/A","Send","","0x30dc385f2e1fee114f5a72fa78b630b73a3942a0de014fec4eef5dd0b9f81acb","0","2750000000000","3000","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","09/19/2025 03:14:00"
"USD","2025-09-19T03:14:00.000Z","STX","2500000.925","STX","0.000","0.04243","N/A","N/A","N/A","Trade Coin","withdraw","0xded07cfc118aa6a64b347799aba7989ccb706953c3655fb3f34258aa81c2ecd9","2500000925000","2","42430","SP2VCQJGH7PHP2DJK7Z0V48AGBHQAW3R3ZW1QF4N.pool-vault","SP3CRXBDXQ2N5P7E25Q39MEX1HSMRDSEAP3CFK2Z3","","09/19/2025 03:14:00"
"USD","2025-09-19T03:14:00.000Z","zwstx","1250000","zwstx","2500000925000","0","N/A","N/A","","Trade Coin","withdraw","0xded07cfc118aa6a64b347799aba7989ccb706953c3655fb3f34258aa81c2ecd9","1250000","2500000925000","0","","","","09/19/2025 03:14:00"
"USD","2025-09-19T03:14:00.000Z","zwstx","2500000000000","STX","2500000.000","0.026856","N/A","N/A","N/A","Trade Coin","supply","0xb2d3e621b558464503b2190e1a6c9e4cf2546caa3a700ad1776ec39646407b61","2500000000000","2500000000000","26856","","SP2VCQJGH7PHP2DJK7Z0V48AGBHQAW3R3ZW1QF4N.pool-vault","","09/19/2025 03:14:00"
"USD","2025-09-19T03:14:00.000Z","","0","STX","5.000","0.003","","N/A","N/A","Send","","0x068311bb9692ed294a583a88210fbe64f138e7ffcb2303778549cbce9e5b8b4b","0","5000000","3000","","SP26E434SDGRSA9QF5D65A3WZ29Y0MXD9AMXFJYDC","","09/19/2025 03:14:00"
"USD","2025-09-18T21:46:07.000Z","STX","0.001","","0","0","N/A","","","Receive","","0x299193f38d46863b5c18a2e953df0cd6692bb219aaf29d33209699a15e79d61b","1000","0","0","SP00E7W7JGS6Q80AC9SKCGPD2X65R4EYGA42000","","","09/18/2025 21:46:07"
"USD","2025-09-18T21:02:30.000Z","STX","3000000.000","","0","0","N/A","","","Receive","","0x036f266dc8ed1512b3ef56c2a913fd463f61464193f8a7cacd0fcd61fff38933","3000000000000","0","0","SM1Z6BP8PDKYKXTZXXSKXFEY6NQ7RAM7DAEAYR045","","","09/18/2025 21:02:30"
"USD","2025-09-18T21:02:30.000Z","","0","STX","1.000","0.003","","N/A","N/A","Send","","0xfb59b57b19324f68184d54335a89cfdb1919aa2ef0ffd7824b954260e6de3743","0","1000000","3000","","SM1Z6BP8PDKYKXTZXXSKXFEY6NQ7RAM7DAEAYR045","","09/18/2025 21:02:30"
"USD","2025-09-18T19:16:48.000Z","STX","4.000","","0","0","N/A","","","Receive","","0xcd2c699be18699d342cf940d83c105fcdbee0c292255e3492507bd9024503d04","4000000","0","0","SP2H8KFEHGNQV9VYNMPWH40ZNH7CG3RHEDEQHM13Q","","","09/18/2025 19:16:48"
"USD","2025-09-18T19:16:48.000Z","sbtc-token","499989990","","0","0","N/A","","","Receive","transfer","0x241d300917fd5f788cfdf40eba8d5553bdb56c41f760fc5755dfa53e733b5c30","499989990","0","0","SMZHJT7K9ZE8KFMP3GFG2K18SKN9YNT4MZY90JF5","","","09/18/2025 19:16:48"
"USD","2025-09-18T19:16:48.000Z","sbtc-token","10000","","0","0","N/A","","","Receive","transfer","0x7b7b65f32d857104a30337b771266f877f15f5f2a0560d7334d52f20d6d7ec78","10000","0","0","SMZHJT7K9ZE8KFMP3GFG2K18SKN9YNT4MZY90JF5","","","09/18/2025 19:16:48"
"USD","2025-09-18T19:16:48.000Z","STX","0.250","","0","0","N/A","","","Receive","","0xfa5d263236ffca6edd38ec5afc587c66737089fe1b847bd754d909814b1f857b","250000","0","0","SMZHJT7K9ZE8KFMP3GFG2K18SKN9YNT4MZY90JF5","","","09/18/2025 19:16:48"
